width_definition,width_median,fmax_median,ratio_median,p_gt_1
dr_over_rc,0.9970613920892606,4.211381987091047e-06,0.6738862260761933,0.4184
dr_over_rin,2.3654705395392686,1.080980363114611e-05,0.2565894808410152,0.2412
dr_over_rout,0.7028647292341174,2.968677240966238e-06,0.9610740153309889,0.4916
half_width_over_rc,0.4985306960446303,2.1056909935455234e-06,1.3477724521523866,0.5592
full_width_clipped_one,0.9970613920892606,4.043034623500493e-06,0.7007749388508784,0.4284
