inner_radius_au,outer_radius_au,inclination_deg,position_angle_deg,radial_power,east_offset_au,north_offset_au,disc_flux_70_mjy,disc_flux_160_mjy,disc_flux_250_mjy,alma_flux_star_mjy,alma_flux_disc_mjy,temperature_k,beta,f_tau,fmax_ring,fmax_broad,ratio_ring,ratio_broad
16.69775698934074,51.68000833792459,70.0,60.0,0.020811075580228613,0.08314822603520279,0.8413331580018977,65.02959908917575,39.43901965344393,15.596100884875197,0.7377923015138765,0.4120475573083148,64.37626505299815,1.17807884284985,2.9552093022087137e-06,1.227713792780126e-06,1.1178407271936922e-06,2.4070832465901675,2.6436765366633974
18.015,54.76947578313746,38.16302326739675,66.79274886643402,-0.06084058859556243,0.020884508239487124,0.812139773510228,122.28250650762169,52.7183300818555,17.946442966273356,0.72979633728602,0.0,63.28985560341948,0.7698051076365515,3.820650490943067e-06,9.888969038766142e-06,9.1025654662186e-06,0.38635478339203844,0.4197333713360533
13.269037220423698,45.167117434247416,0.0,60.0,-0.17255795831256188,-0.01693146326575315,0.7753998244816519,112.55758515369354,47.90242495606108,16.846638466944732,0.727311457556761,0.0,54.17787272919594,0.5641172289151319,2.5234015289749064e-06,1.4391731125233641e-05,1.323098337906108e-05,0.1753369005449607,0.19071912167680286
18.015,56.95254480566532,70.0,95.88304216208539,-0.17597997081004346,0.05502336459497734,0.8038811399699216,71.0668498046209,40.28305297384981,17.11734245664451,0.7363360832378226,0.2975543377002468,78.6466230334011,1.2235877643371884,4.747438517931442e-06,2.4294069157554363e-06,2.2496700989852615e-06,1.9541553484279937,2.1102820898374506
6.221396175608557,31.778169977204094,0.0,60.0,-0.17696725840442393,0.010152535939822965,0.8761039690621756,62.86449442040089,34.79945499755347,15.017799135606843,0.7331634859967052,0.0,38.53459235405774,1.3033707150367662,9.867358326572958e-07,4.1591669564580745e-06,3.664949905451285e-06,0.2372436218568141,0.26923583080620406
7.473291205671617,34.15603149831636,29.995504829135896,108.93319456102473,-0.15917829621053586,-0.0130769286632626,0.7801387593114215,65.25975444126065,34.09064058413823,15.030553631880768,0.7306625035949141,0.0,53.17728855390711,0.8566852330017649,1.7230323520287946e-06,3.8952414179534233e-07,3.4618460704283417e-07,4.42342891530991,4.977206718540204
13.499715158246856,45.60496532616819,36.146241913126,78.27109912334231,-0.003582941901711184,0.06400845622528943,0.8474724106680812,102.59053556394841,43.69385893531154,16.838707427187515,0.7292281258600725,0.0,68.48764599282705,0.8977890840325068,3.7601915654164524e-06,7.678995278791806e-06,6.9374348408504135e-06,0.4896723371873295,0.5420146857848565
15.186259757264876,48.809530976164304,0.0,60.0,0.035715065398298954,0.06955504170475466,0.8917313117509352,123.63010097225094,53.25844138635621,18.01418996518152,0.732608584512755,0.0,65.30382210953317,0.9191864195151856,4.12561709500989e-06,5.280431694667138e-07,4.778331178726179e-07,7.813029944457894,8.634012463133015
7.807969506921855,34.79194746985209,19.309636413671576,112.60173342101602,-0.1843568596987218,0.030852222145077587,0.8171841881565851,71.69606195799177,36.635389117750435,14.8064350517921,0.7312248163632015,0.0,68.17966394985211,1.0400054182921077,3.1181089493559364e-06,2.697920827721712e-05,2.426987689251463e-05,0.11557451639487348,0.128476504564291
18.015,55.67249160247103,1.3577421446730753,60.0,-0.0901251335700512,-0.09899462046867143,0.8375416840994068,133.67105536621858,58.650219780282804,19.303811832399422,0.7383504410059327,1.1904324734133571,65.43904459100739,1.1390626575279301,4.55609917085256e-06,5.911831339186127e-07,5.441165771214257e-07,7.70674755325444,8.373387914325235
18.015,60.00097437843595,21.23346088379391,104.08573225018256,-0.13754068641460523,0.013509734400946924,0.8287449707583531,138.40399825529462,61.136396105150915,20.68453414971299,0.7373989987073156,1.371582503144747,64.361019227737,0.8680495870524005,4.590229578840667e-06,4.851439359152057e-06,4.449690465614375e-06,0.9461582922151489,1.031584020127316
12.814326798977007,44.30313338163034,21.041029372988,60.0,-0.15959494900509671,0.009781621363060402,0.8551940685391326,106.72828326154537,45.35593147873575,16.14380957511326,0.729327637435718,0.0,71.33938628051368,0.6982393644927105,4.283497479094334e-06,1.214347530978449e-06,1.1116889939136632e-06,3.5274065865172437,3.8531437322361417
6.421608732283404,32.15792112740358,34.679694314768795,140.0,-0.1161823192818395,-0.008186757517996381,0.854710623544654,52.869876002825606,32.721962942535924,14.156551986140077,0.7374395433420892,0.2561283635348782,67.96591003006078,1.0598172651626587,2.7652615757268213e-06,1.4683927737761942e-06,1.2857467011944819e-06,1.8831893108650573,2.1507047796878216
18.015,65.54523553157517,70.0,60.0,-0.06927676317868549,0.0033940125292045774,0.810451091396538,83.5873362687674,44.21192601941274,16.59972140117192,0.7340137124084,0.17550438823520303,53.5941208241338,0.5702649034041594,2.2794930812440862e-06,2.2852663148274392e-05,2.063278552124753e-05,0.09974737151876371,0.11047917300825313
18.015,58.57624808341589,70.0,122.48566215550866,-0.237372048079281,0.004388290335093612,0.8637081334866633,72.94998874986557,42.94006873910603,15.630066530298876,0.7361495408063423,0.18563339470346576,56.164295296372146,0.8361941977006263,2.4217672437031366e-06,1.3261093109113946e-05,1.2320240249894591e-05,0.18262199230308773,0.19656818329690093
6.109448432296804,31.565192561241,15.075802934536995,68.87264561648591,-0.13583680424678557,0.046082001261136235,0.8350017315079067,63.041015689103695,34.118174667356584,15.048700729418176,0.7324638705342191,0.0,60.32858714660655,1.0622182585683373,2.2261654721949816e-06,9.840449136925155e-07,8.606219344874347e-07,2.2622600261623744,2.5866938582280397
18.015,57.13050443897761,24.935153657861754,60.0,-0.08365913480031684,0.011954845385191395,0.8062793245540049,131.74793247465,56.59043801437851,19.472092335205623,0.7366546092584183,0.642789959238661,51.29543834522066,1.4272332972517137,2.645239000450595e-06,4.443922375593931e-06,4.077838261970517e-06,0.5952486962819773,0.6486865909125947
