q_tau_p16,q_tau_p50,q_tau_p84,z_tau_p16,z_tau_p50,z_tau_p84,p_brighter_than_90pct,p_brighter_than_95pct,model
0.9440441031431364,0.9631938407605025,0.9823956376794032,1.5896587362739123,1.7890182734186026,2.105949705940148,1.0,0.7433333333333333,DUNES-only censored age baseline
